,Book Name,Description,Author,Number of Reviews,Rating,Price,Listening_Time_Minutes,Rank,Genre
1991,where good idea come from the natural history of innovation,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,steven johnson,336.0,4.4,879.0,0,3,
1992,gold,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,e.j. noyes,73.0,4.7,703.0,0,3,
1993,veerappan chasing the brigand,no other bandit in recent time ha captured the public s imagination a much a koose muniswamy veerappan be it his trademark moustache story of his daring escapade or his ruthless massacre of officer veerappan continues to fascinate even year after his death,k. vijay kumar,545.0,4.7,668.0,0,3,
1994,a court of wing and ruin,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,sarah j. maas,5017.0,4.8,1055.0,0,3,
1995,ayurveda natural health practice for your body type from the world s oldest healing tradition,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,vasant lad,5.0,5.0,656.0,0,3,
1996,myth mithya,hindu have one god they also have million god male god female god personal god family god household god village god god of space and time god for specific caste and particular profession god who reside in tree in animal in mineral in geometrical pattern and in man made object then there are a whole host of demon but no devil,devdutt pattanaik,552.0,4.3,754.0,0,3,
1997,charlotte s web,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,e. b. white,5072.0,4.8,754.0,0,3,
1999,a walk to remember,by completing your purchase you agree to audible s condition of use amazon s privacy notice and if applicable audible s recurring payment term,nicholas sparks,1756.0,4.5,469.0,0,3,
2000,the paradox of choice why more is less,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,barry schwartz,464.0,4.2,735.0,0,3,
2001,classic goosebump welcome to dead house,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,r.l. stine,394.0,4.6,351.0,0,3,
2002,the passion test the effortless path to discovering your destiny,chris and janet attwood wrap fascinating story of the ups down twist and turn of living passionately around fun and practical exercise that will have you living your own passionate life by the time you finish this audio program,janet attwood,232.0,4.3,585.0,0,3,
